uniprot.id	protein.names	Protein.IDs	Gene.names.SINGLE	logP	q.value
Q9H2U2	Inorganic pyrophosphatase 2, mitochondrial	Q9H2U2;Q9H2U2-2;H0Y9D8;Q9H2U2-6;Q9H2U2-3;D6R967;Q9H2U2-4	PPA2	6.107530441	1.69e-05
Q9H3G5	Probable serine carboxypeptidase CPVL	Q9H3G5;H7C0X5;H7C218;C9JLV0;C9J6L4;C9JI22	CPVL	6.620782333	6.51e-06
Q9H3N1	Thioredoxin-related transmembrane protein 1	Q9H3N1;G3V448	TMX1	1.924784179	0.036456304
Q9H3S7	Tyrosine-protein phosphatase non-receptor type 23	Q9H3S7	PTPN23	2.235463768	0.02056075
Q9H4E7	Differentially expressed in FDCP 6 homolog	Q9H4E7;G3V2J3;G3V333	DEF6	3.432920751	0.002196179
Q9H4G4	Golgi-associated plant pathogenesis-related protein 1	Q9H4G4;Q5VZR0;A0A088AWP7;A0A087WUM5	GLIPR2	4.668284196	0.000215947
Q9HAV0	Guanine nucleotide-binding protein subunit beta-4	Q9HAV0;C9JD14;H7C5J5	GNB4	3.502265412	0.001961831
Q9HCM2	Plexin-A4	Q9HCM2;Q9HCM2-4;Q9HCM2-2;Q9HCM2-3;Q9UIW2	PLXNA4	1.404919657	0.095190874
Q9HD89	Resistin	Q9HD89	RETN	1.180108082	0.140531672
Q9NNX6-6	CD209 antigen	Q9NNX6-6;Q9NNX6;M0QZG5;Q9NNX6-7;Q9NNX6-10;Q9NNX6-2;Q9NNX6-5;Q9NNX6-12;Q9NNX6-3;Q9NNX6-11;M0R0P0;Q9NNX6-8;M0QZ42;M0QYX2;H7BXU4;E7ENS9;Q9H2X3-10;Q9H2X3-4;Q9H2X3-6;Q9H2X3-7;Q9H2X3-2;Q9H2X3-9;Q9H2X3-3;Q9H2X3-5;Q9H2X3-8;Q9H2X3;X6RB12;Q9NNX6-9;Q9NNX6-4	CD209	1.644820018	0.061484749
Q9NP58-4	ATP-binding cassette sub-family B member 6, mitochondrial	Q9NP58-4;Q9NP58;H7BXK9;Q2M3G0-1;Q2M3G0	ABCB6	2.85852532	0.006181935
Q9NP59	Solute carrier family 40 member 1	Q9NP59;E7ES28	SLC40A1	2.059176488	0.028325044
Q9NP72	Ras-related protein Rab-18	Q9NP72;Q5W0J0;A0A087X163;Q9NP72-3;Q9NP72-2	RAB18	3.541356666	0.001799716
Q9NPY3	Complement component C1q receptor	Q9NPY3	CD93	2.109078301	0.025523058
Q9NRK6	ATP-binding cassette sub-family B member 10, mitochondrial	Q9NRK6	ABCB10	8.545949779	2.88e-07
Q9NRX5	Serine incorporator 1	Q9NRX5	SERINC1	3.639811118	0.001540031
Q9NS69	Mitochondrial import receptor subunit TOM22 homolog	Q9NS69	TOMM22	2.612538336	0.010008953
Q9NUQ9	Protein FAM49B	Q9NUQ9;E5RI16;Q9NUQ9-2;E5RJL8;A0A1W2PRQ0;E5RJE1;E5RIR8;A0A087X178;E5RGI7;E5RK61;E5RFS4;E5RHU5;Q9H0Q0	FAM49B	3.034778043	0.004494282
Q9NVH1-3	DnaJ homolog subfamily C member 11	Q9NVH1-3;Q9NVH1-2;Q9NVH1;B1AK20;Q5TH61	DNAJC11	2.558394071	0.011088174
Q9NVI7-2	ATPase family AAA domain-containing protein 3A;ATPase family AAA domain-containing protein 3B	Q9NVI7-2;Q9NVI7;H0Y2W2;Q9NVI7-3;Q5T9A4;Q5SV16;Q5T9A4-3;Q5T9A4-2	ATAD3A	5.509128656	4.68e-05
Q9NX14	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	Q9NX14;Q9NX14-2	NDUFB11	5.583714513	4.2e-05
Q9NYU2-2	UDP-glucose:glycoprotein glucosyltransferase 1	Q9NYU2-2;Q9NYU2	UGGT1	1.875691853	0.039761614
Q9NZI8-2	Insulin-like growth factor 2 mRNA-binding protein 1	Q9NZI8-2;Q9NZI8	IGF2BP1	0.110504623	0.858254707
Q9NZP8	Complement C1r subcomponent-like protein	Q9NZP8;F5H2Z5;F5GWF3	C1RL	1.399979369	0.095771149
Q9P0L0	Vesicle-associated membrane protein-associated protein A	Q9P0L0;Q9P0L0-2;J3QKM9	VAPA	4.425229636	0.000352597
Q9P1Q0-3	Vacuolar protein sorting-associated protein 54	Q9P1Q0-3;Q9P1Q0-4;Q9P1Q0-2;Q9P1Q0	VPS54	2.706637312	0.008340947
Q9UBS4	DnaJ homolog subfamily B member 11	Q9UBS4;H7C2Y5	DNAJB11	1.109287194	0.159265237
Q9UDW1	Cytochrome b-c1 complex subunit 9	Q9UDW1;Q9UDW1-2	UQCR10	3.945727279	0.000856181
Q9UEU0	Vesicle transport through interaction with t-SNAREs homolog 1B	Q9UEU0;Q9UEU0-2;J3KMW2;G3V5I2;H0YJL5	VTI1B	7.482098034	1.58e-06
Q9UEY8-2	Gamma-adducin	Q9UEY8-2;Q9UEY8	ADD3	2.457862535	0.01335838
Q9UFN0	Protein NipSnap homolog 3A	Q9UFN0;Q9BS92	NIPSNAP3A	5.008473851	0.000113746
Q9UHQ9	NADH-cytochrome b5 reductase 1	Q9UHQ9;H7C0R7	CYB5R1	3.137863205	0.003766206
Q9UI08-5	Ena/VASP-like protein	Q9UI08-5;Q9UI08;Q9UI08-2;Q9UI08-4;Q9UI08-3;H0YJN0;G3V5F7;G3V2K5;G3V3G2;G3V535;A0A087WYI2	EVL	1.641082132	0.061690841
Q9UII2	ATPase inhibitor, mitochondrial	Q9UII2;A0A0B4J230;Q9UII2-3;Q9UII2-2	ATPIF1	0.065436791	0.918647234
Q9UIJ7	GTP:AMP phosphotransferase AK3, mitochondrial	Q9UIJ7;Q9UIJ7-2;Q9UIJ7-3	AK3	5.438928538	5.26e-05
Q9UIQ6-3	Leucyl-cystinyl aminopeptidase;Leucyl-cystinyl aminopeptidase, pregnancy serum form	Q9UIQ6-3;Q9UIQ6-2;Q9UIQ6	LNPEP	3.562049395	0.00172728
Q9UJC5	SH3 domain-binding glutamic acid-rich-like protein 2	Q9UJC5	SH3BGRL2	0.822450831	0.267624496
Q9UJU6-2	Drebrin-like protein	Q9UJU6-2;B4DDD6;Q9UJU6-6;Q9UJU6-3;Q9UJU6-4	DBNL	0.665928173	0.349946792
Q9UJW0-2	Dynactin subunit 4	Q9UJW0-2;Q9UJW0;Q9UJW0-3	DCTN4	2.175214828	0.02259252
Q9UKY7-2	Protein CDV3 homolog	Q9UKY7-2;Q9UKY7;D6RAV0;D6RFH2;D6R9V8;H0Y8K3;Q9UKY7-3	CDV3	0.573634966	0.404698852
Q9ULC4-2	Malignant T-cell-amplified sequence 1	Q9ULC4-2;Q9ULC4;Q9ULC4-3	MCTS1	0.505168557	0.453778434
Q9ULE4	Protein FAM184B	Q9ULE4	FAM184B	0.728269082	0.315745982
Q9UM07	Protein-arginine deiminase type-4	Q9UM07	PADI4	4.674813524	0.000213906
Q9UNW1-4	Multiple inositol polyphosphate phosphatase 1	Q9UNW1-4;Q9UNW1;Q9UNW1-3;Q9UNW1-2	MINPP1	2.737230793	0.007810004
Q9UPN7	Serine/threonine-protein phosphatase 6 regulatory subunit 1	Q9UPN7;K7EM28	PPP6R1	1.871134931	0.040033503
Q9Y232-3	Chromodomain Y-like protein	Q9Y232-3;Q9Y232-4;Q9Y232-2;Q9Y232	CDYL	0.381706057	0.551526563
Q9Y277	Voltage-dependent anion-selective channel protein 3	Q9Y277;Q9Y277-2;E5RFP6;E5RJN6;E5RHZ6;E5RHE1;E5RK27;E5RFL1	VDAC3	3.035862004	0.004494282
Q9Y336	Sialic acid-binding Ig-like lectin 9	Q9Y336;Q9Y336-2;M0R2D4	SIGLEC9	6.133128447	1.65e-05
Q9Y3L5	Ras-related protein Rap-2c	Q9Y3L5;A0A087X2C3	RAP2C	4.373552351	0.000379543
Q9Y487	V-type proton ATPase 116 kDa subunit a isoform 2	Q9Y487;F5H5F3;Q8TBM3	ATP6V0A2	3.123534628	0.003859641
Q9Y512	Sorting and assembly machinery component 50 homolog	Q9Y512	SAMM50	2.853476714	0.006238927
Q9Y5K6	CD2-associated protein	Q9Y5K6	CD2AP	2.901123574	0.005730777
Q9Y5S2	Serine/threonine-protein kinase MRCK beta	Q9Y5S2;H0YLY0	CDC42BPB	4.190401974	0.000543819
Q9Y5U8	Mitochondrial pyruvate carrier 1	Q9Y5U8;Q5TI65;A0A087WVZ0	MPC1	2.175997106	0.02259252
Q9Y624	Junctional adhesion molecule A	Q9Y624;A0A087WY82;Q9Y624-2	F11R	0.166478233	0.782579612
Q9Y678	Coatomer subunit gamma-1	Q9Y678;D6RG17	COPG1	3.192842015	0.003395545
Q9Y6C9	Mitochondrial carrier homolog 2	Q9Y6C9;E9PIE4	MTCH2	1.669049391	0.058584985
Q9Y6M5	Zinc transporter 1	Q9Y6M5	SLC30A1	7.174218266	2.49e-06
Q9Y6N8	Cadherin-10	Q9Y6N8	CDH10	12.9657251	6.57e-11
