Protein IDs	protein names	Gene names SINGLE	ENSG	ENSP	logP	q-value
A0A0G2JNT8;A0A0G2JNQ7;A0A0G2JN35;A0A0G2JPH5;Q8N423-2;Q8N423;A0A0G2JNE7;A0A0G2JNH0;Q8N423-4;Q8N423-3;H7C0C3;A0A0G2JM05;A0A0G2JLS7;A0A0G2JP96;A8MVE2;A0A0G2JQ46;A0A0B4J1W1;D9IDM6;D9IDM5;A0A0G2JQ44;A0A087WSX8;A0A0G2JP80;A0A0G2JNQ6;A0A087WSV6;A0A0G2JNM2;A0A0G2JQ15;A0A0G2JP64;A0A0G2JLS4;F6TER3;O75019;Q8NHL6;Q8NHL6-4;Q8NHL6-2;Q8NHL6-3	Leukocyte immunoglobulin-like receptor subfamily B member 2	LILRB2	ENSG00000131042;ENSG00000274513;ENSG00000275463;ENSG00000276146;ENSG00000104974;ENSG00000274935;ENSG00000275525;ENSG00000277398;ENSG00000104972;ENSG00000274669;ENSG00000277807;ENSG00000131042;ENSG00000104972	ENSP00000319960;ENSP00000375626;ENSP00000375628;ENSP00000375629;ENSP00000410117;ENSP00000480302;ENSP00000480841;ENSP00000481208;ENSP00000482933;ENSP00000483014;ENSP00000483478;ENSP00000483553;ENSP00000484373;ENSP00000251372;ENSP00000413715;ENSP00000477637;ENSP00000478666;ENSP00000487011;ENSP00000487229;ENSP00000409968;ENSP00000478282;ENSP00000479753;ENSP00000479887;ENSP00000480365;ENSP00000481700;ENSP00000394130;ENSP00000484266;ENSP00000315997;ENSP00000379608;ENSP00000379610;ENSP00000379614;ENSP00000379618;ENSP00000379622;ENSP00000379623;ENSP00000391514;ENSP00000395004;ENSP00000410165;ENSP00000485956	4.217494344	0.000518127
A0A0G2JQ25;A0A0G2JPW1;A0A0G2JPR9;B5ME96;A0A0G2JQ26;A0A0G2JPY1;A0A0G2JPA2;A0A0G2JMN6;A0A0G2JQ24;A0A0G2JLT7;A0A0G2JNB3;A0A0G2JM46;F8W6G6;A0A0G2JN67;A0A0G2JMM1;A0A0G2JMZ3;Q6PI73;O75022;O75022-3;O75022-2;A0A0G2JPW2;A0A0G2JN36;A0A0G2JMX0;A0A0G2JLX6;A0A0G2JPG2;U5XJZ2;A0A0G2JN43;A0A0G2JPK5;A0A0G2JN08;A0A075B7A5;A0A0G2JNG2;P59901-2;P59901;F8WD89;A0A0G2JPN1;A0A0G2JNW3;A0A0G2JLU2;A0A0G2JPI7;A0A0G2JM95;A0A0G2JLX9;A0A0G2JMJ0;A0A0G2JMY9;Q6PI73-2;Q8N6C8-2;Q8N6C8;Q8N6C8-3	Leukocyte immunoglobulin-like receptor subfamily A member 6;Leukocyte immunoglobulin-like receptor subfamily B member 3	LILRA6	ENSG00000273884;ENSG00000275841;ENSG00000276175;ENSG00000278046;ENSG00000244482;ENSG00000274148;ENSG00000275539;ENSG00000239961;ENSG00000274185;ENSG00000276798;ENSG00000277092;ENSG00000204577;ENSG00000274587;ENSG00000275019;ENSG00000204577;ENSG00000244482;ENSG00000239961	ENSP00000477708;ENSP00000480386;ENSP00000481818;ENSP00000482971;ENSP00000484119;ENSP00000375615;ENSP00000379651;ENSP00000412929;ENSP00000478128;ENSP00000478896;ENSP00000479375;ENSP00000480300;ENSP00000483909;ENSP00000484617;ENSP00000291759;ENSP00000479979;ENSP00000481073;ENSP00000483846;ENSP00000245620;ENSP00000375630;ENSP00000479234;ENSP00000483625;ENSP00000484925;ENSP00000345184;ENSP00000388199;ENSP00000416920;ENSP00000245621;ENSP00000390120;ENSP00000411227;ENSP00000471722	4.906416331	0.000137737
A0A0J9YW64;A6NIW2;Q5JSL3;A0A0J9YXQ7	Dedicator of cytokinesis protein 11	DOCK11	ENSG00000147251	ENSP00000276202;ENSP00000276204	7.570261317	1.48E-06
A0A0J9YXM6;Q562E7-4;Q562E7	WD repeat-containing protein 81	WDR81	ENSG00000167716	ENSP00000312074;ENSP00000386609;ENSP00000391074;ENSP00000395198;ENSP00000395226;ENSP00000401560;ENSP00000407845;ENSP00000458811;ENSP00000460742;ENSP00000466240	2.518674787	0.011913906
A0A0U1RQT8;Q8TCZ2-6;Q8TCZ2-3;Q8TCZ2-2;Q8TCZ2;Q8TCZ2-5	CD99 antigen-like protein 2	CD99L2	ENSG00000102181	ENSP00000347275;ENSP00000359403;ENSP00000391821;ENSP00000394858;ENSP00000417697;ENSP00000480322	1.89473421	0.038614469
A0A0U1RR39;A0A0U1RQX8;P22681;A0A1B0GW38	E3 ubiquitin-protein ligase CBL	CBL	ENSG00000110395	ENSP00000264033	3.363329179	0.002504207
A0A1W2PR11;A0A140T962;A0A140T9J9;A0A140T9B3;Q29963;A0A1W2PRX1;A0A1W2PP77;A0A140TA05;A0A140T9L3;A0A140T9E1;A0A140T942;F8W9Z8;A0A140TA12;A0A140T9Z7	HLA class I histocompatibility antigen, Cw-6 alpha chain	HLA-C	ENSG00000228299;ENSG00000204525	ENSP00000410214;ENSP00000365402;ENSP00000365412;ENSP00000372819;ENSP00000480331	1.0501807	0.176720351
A0A1B0GTI1					7.59079746	1.46E-06
A0A1B0GTW1;Q9UDY2-3;Q9UDY2;Q9UDY2-7;Q9UDY2-5;Q9UDY2-4;Q9UDY2-2;Q9UDY2-6	Tight junction protein ZO-2	TJP2	ENSG00000119139	ENSP00000265384;ENSP00000345893;ENSP00000366453;ENSP00000366469;ENSP00000392178;ENSP00000402941;ENSP00000438262;ENSP00000442090;ENSP00000475926	0.243521078	0.690182424
F8W787;F8WD96;C9JH19;H7C469;A0A1B0GW44;A0A1B0GVP3;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;A0A1B0GU92;A0A1B0GU03;P07339	Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain	CTSD	ENSG00000117984;ENSG00000250644	ENSP00000236671;ENSP00000356164;ENSP00000402586;ENSP00000404902;ENSP00000415036;ENSP00000415840	3.436438133	0.002185606
A0A1B0GW72;Q96PX9	Pleckstrin homology domain-containing family G member 4B	PLEKHG4B	ENSG00000153404	ENSP00000283426;ENSP00000422493	0.028118974	0.966231692
A0A1B0GXI6;Q9NRW7-2	Vacuolar protein sorting-associated protein 45	VPS45			1.414151651	0.093561469
I3L1K6;A0A1C7CYY4;P12829;I3L3U1;I3L532;I3L4B1;I3L1R3	Myosin light chain 4	MYL4	ENSG00000198336	ENSP00000347055;ENSP00000377096;ENSP00000442375;ENSP00000458194;ENSP00000458907;ENSP00000459035;ENSP00000460734;ENSP00000461121;ENSP00000461570;ENSP00000461747	4.118857024	0.000621081
A0A1W2PNR9;Q9Y5U9	Immediate early response 3-interacting protein 1	IER3IP1	ENSG00000134049;ENSG00000267228	ENSP00000256433;ENSP00000465194	2.132037445	0.02446732
F8VYC4;A0A1W2PNU4;P0DJD0;P0DJD1;J3KQ37;Q99666;O14715	RANBP2-like and GRIP domain-containing protein 1;RANBP2-like and GRIP domain-containing protein 2	RGPD1	ENSG00000015568;ENSG00000183054;ENSG00000187627;ENSG00000169629;ENSG00000185304	ENSP00000016946;ENSP00000272454;ENSP00000330023;ENSP00000330842;ENSP00000376962;ENSP00000400797;ENSP00000409424;ENSP00000381253;ENSP00000386808;ENSP00000402729;ENSP00000453170;ENSP00000306637;ENSP00000327486;ENSP00000386511;ENSP00000381214	4.772899421	0.000179603
A0A1W2PNX8;Q9H3U1-2;Q9H3U1;Q9H3U1-3	Protein unc-45 homolog A	UNC45A	ENSG00000140553	ENSP00000377816;ENSP00000407487	2.042451063	0.029125663
A0A1W2PQ37;A0A1W2PQF8;A0A1W2PR68;A0A1W2PQT3;A0A1W2PPH1;A0A1W2PQH3;A0A1W2PQY8;P23368-2;P23368;A0A1W2PPY2;A0A1W2PRS2;A0A1W2PRY9;A0A1W2PQH4	NAD-dependent malic enzyme, mitochondrial	ME2	ENSG00000082212	ENSP00000321070;ENSP00000372384	2.553200845	0.011172343
A0A1W2PPK0					1.388098712	0.097392382
A0A1W2PQB1;H0Y755;M9MML0;P08637;C9JC71	Low affinity immunoglobulin gamma Fc region receptor III-A	FCGR3A	ENSG00000203747	ENSP00000356944;ENSP00000356946;ENSP00000392047;ENSP00000396567;ENSP00000410180;ENSP00000416607	2.432205746	0.014111911
D6RB49;A0A1W2PR94;Q6ZMT9	Death domain-containing protein 1	DTHD1	ENSG00000197057	ENSP00000350103;ENSP00000401597;ENSP00000424426	0.674908921	0.344653553
A0A1W2PS24;Q5SRN5;P04439;Q5SRN7	HLA class I histocompatibility antigen, A-3 alpha chain	HLA-A	ENSG00000206503	ENSP00000365998;ENSP00000366002;ENSP00000366005;ENSP00000379873	2.084998607	0.026833489
A2A274;Q99798	Aconitate hydratase, mitochondrial	ACO2	ENSG00000100412	ENSP00000216254;ENSP00000379769	3.889760022	0.00093888
H0Y5G7;A2RRP1-2;A2RRP1;H7BZU5;C9JCM7;H7C007	Neuroblastoma-amplified sequence	NBAS	ENSG00000151779	ENSP00000281513;ENSP00000390920;ENSP00000391476;ENSP00000392421;ENSP00000396501;ENSP00000398411;ENSP00000402458;ENSP00000403119	2.561474856	0.011034099
A6NC05	Glutaredoxin-like protein C5orf63	C5orf63	ENSG00000164241	ENSP00000453964;ENSP00000454153;ENSP00000475157;ENSP00000475415;ENSP00000475733;ENSP00000475810;ENSP00000476160	3.015529425	0.004653134
A6NC48;Q10588;Q10588-2;H0Y984;H0Y8G4;H0Y9Q9	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	BST1	ENSG00000109743	ENSP00000265016;ENSP00000371783;ENSP00000420925;ENSP00000423357;ENSP00000424761	4.218282637	0.000518127
A6NG10;K7EMC9;Q969T9;K7EIJ0;B4DFG2;K7ENL2;K7EIN1;K7ESN4;K7EIK1	WW domain-binding protein 2	WBP2	ENSG00000132471	ENSP00000254806;ENSP00000415251;ENSP00000464768;ENSP00000464782;ENSP00000464820;ENSP00000465052;ENSP00000466450;ENSP00000466999;ENSP00000467579;ENSP00000467583;ENSP00000468793;ENSP00000486675	4.487672113	0.000308558
A6NGH7	Coiled-coil domain-containing protein 160	CCDC160	ENSG00000203952	ENSP00000359845;ENSP00000427951	8.210351292	4.88E-07
A8MVU1;P14598;A6NI72	Putative neutrophil cytosol factor 1C;Neutrophil cytosol factor 1;Putative neutrophil cytosol factor 1B	NCF1C	ENSG00000158517	ENSP00000289473;ENSP00000392870;ENSP00000401935;ENSP00000484502	1.477439774	0.083547518
E9PD41;P10966-7;P10966-9;P10966-8;P10966;A6NJW9;P10966-3;P10966-2;P10966-6;P10966-4	T-cell surface glycoprotein CD8 beta chain;Putative T-cell surface glycoprotein CD8 beta-2 chain	CD8B	ENSG00000172116	ENSP00000331172;ENSP00000340592;ENSP00000375070;ENSP00000377356;ENSP00000377358;ENSP00000394806	0.752758081	0.302404034
F6WIT2;A6PVN5;Q15257-3;Q15257-2;Q15257;A6PVN9;Q15257-4;H0Y6E5;B7ZBQ0;Q68CR8;H0Y562;B7ZBP9;B7ZBP7;A6PVN8;C9IZ76;B4DDQ6;A6PVN6;Q5T949;Q5T948	Serine/threonine-protein phosphatase 2A activator	PPP2R4	ENSG00000119383	ENSP00000335200;ENSP00000337412;ENSP00000337448;ENSP00000347109;ENSP00000349726;ENSP00000351885;ENSP00000377036;ENSP00000387726;ENSP00000389312;ENSP00000393092;ENSP00000393196;ENSP00000393796;ENSP00000394001;ENSP00000394338;ENSP00000395499;ENSP00000396660;ENSP00000399069;ENSP00000400314;ENSP00000403542;ENSP00000405100;ENSP00000406997;ENSP00000408316;ENSP00000408726;ENSP00000411604;ENSP00000416522;ENSP00000416661	2.180175907	0.022527642
H7C2D6;A8K878;P55145	Mesencephalic astrocyte-derived neurotrophic factor	MANF	ENSG00000145050	ENSP00000405280;ENSP00000487450	1.85336586	0.041300529
A8MT72;Q2NKQ5;Q16799-3;Q16799-2;Q16799	Reticulon;Reticulon-1	RTN1	ENSG00000139970	ENSP00000267484;ENSP00000340716;ENSP00000378525;ENSP00000483039	2.112656915	0.025359651
A8MUD9;P18124	60S ribosomal protein L7	RPL7	ENSG00000147604	ENSP00000339795;ENSP00000379729;ENSP00000379730;ENSP00000379731;ENSP00000401300;ENSP00000415808	0.388240917	0.545677916
A8MUH2;P18859;P18859-2	ATP synthase-coupling factor 6, mitochondrial	ATP5J	ENSG00000154723	ENSP00000284971;ENSP00000382959;ENSP00000382962;ENSP00000382965;ENSP00000382966;ENSP00000382971;ENSP00000389649	3.981197589	0.000803581
A8MVS5	Protein HIDE1	HIDE1	ENSG00000214212	ENSP00000380920;ENSP00000468568	3.692643379	0.001399789
B0I1T2;B0I1T2-4;B0I1T2-3;F8WEW9;B0I1T2-2	Unconventional myosin-Ig;Minor histocompatibility antigen HA-2	MYO1G	ENSG00000136286	ENSP00000258787;ENSP00000417650;ENSP00000419847	2.249756782	0.019972655
B0QZ18;Q99829;F2Z2V0;A6PVH9;H0Y524;Q5JX45;E7ENH5;Q5JX58;Q5JX59;Q5JX61;Q5JX60;Q5JX44;Q5JX52;Q5JX56;Q5JX53;Q5JX54;Q5JX57;E7EV27;Q5JX55	Copine-1	CPNE1	ENSG00000214078	ENSP00000317257;ENSP00000336945;ENSP00000380584;ENSP00000380585;ENSP00000380587;ENSP00000386067;ENSP00000387434;ENSP00000389662;ENSP00000390141;ENSP00000390626;ENSP00000391483;ENSP00000396069;ENSP00000397638;ENSP00000401915;ENSP00000404355;ENSP00000409305;ENSP00000409794;ENSP00000409955;ENSP00000412806;ENSP00000415597;ENSP00000416962	5.58483831	4.20E-05
B1ALD9;Q15063-7;Q15063-6;Q15063-4;Q15063-2;Q15063-3;Q15063-5;Q15063;CON__Q2KJC7	Periostin	POSTN	ENSG00000133110	ENSP00000369066;ENSP00000369067;ENSP00000369071;ENSP00000369073;ENSP00000437953;ENSP00000437959	3.718661019	0.001338676
B1ALM3;Q13698	Voltage-dependent L-type calcium channel subunit alpha-1S	CACNA1S	ENSG00000081248	ENSP00000355192;ENSP00000356307	5.918729725	2.36E-05
B1ALM5;Q9P0T7;B1ALM7;B1ALM8;B1ALM4	Transmembrane protein 9	TMEM9	ENSG00000116857	ENSP00000356299;ENSP00000356301;ENSP00000356302;ENSP00000356303;ENSP00000390184;ENSP00000398557;ENSP00000405329;ENSP00000437181;ENSP00000476893	3.780423964	0.001170217
B1AMW1;P19256-2;P19256-3;P19256;H0YDI1	Lymphocyte function-associated antigen 3	CD58	ENSG00000116815	ENSP00000358499;ENSP00000358501;ENSP00000409080;ENSP00000432773;ENSP00000433648	2.066484128	0.027952072
H3BS66;B2RUZ4	Small integral membrane protein 1	SMIM1	ENSG00000235169	ENSP00000456559;ENSP00000457386	2.49999446	0.012331009
B3KVN2;P49354-2;P49354	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	FNTA	ENSG00000168522	ENSP00000303423;ENSP00000432411;ENSP00000432892;ENSP00000434430;ENSP00000435455;ENSP00000436998;ENSP00000437208;ENSP00000473479	0.971998242	0.202531741
E7ETE2;B4E1C5;B4DDD8;B3KWE1;P12081-3;P12081-2;P12081-4;P12081	Histidine--tRNA ligase, cytoplasmic	HARS	ENSG00000170445	ENSP00000304668;ENSP00000387893;ENSP00000393244;ENSP00000411085;ENSP00000411511;ENSP00000421576;ENSP00000425634;ENSP00000425889;ENSP00000430063	0.445911117	0.497124302
H0YNJ5;H0YMQ9;H0YKQ8;B3KXX3;Q9UHW9-6;Q9UHW9-5;Q9UHW9-2;Q9UHW9-3;Q9UHW9-4;Q9UHW9	Solute carrier family 12 member 6	SLC12A6	ENSG00000140199	ENSP00000290209;ENSP00000346112;ENSP00000380814;ENSP00000380819;ENSP00000387725;ENSP00000452705;ENSP00000452771;ENSP00000452776;ENSP00000452828;ENSP00000452857;ENSP00000452904;ENSP00000453473;ENSP00000453702;ENSP00000454037;ENSP00000454069;ENSP00000454168	0.015007603	0.981667329
H0YD04;B4DE93;G3V0I5;P49821-2;P49821	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	NDUFV1	ENSG00000167792	ENSP00000322450;ENSP00000395368;ENSP00000431751;ENSP00000432015;ENSP00000432637;ENSP00000434438;ENSP00000434575;ENSP00000434581;ENSP00000435199;ENSP00000435202;ENSP00000436766;ENSP00000436906;ENSP00000436936;ENSP00000437267	2.483783804	0.012745395
B4DGG1;Q9H0X4-2;Q9H0X4	Protein ITFG3	ITFG3	ENSG00000167930;ENSG00000269881	ENSP00000301678;ENSP00000301679;ENSP00000382814;ENSP00000388726;ENSP00000392612;ENSP00000395334;ENSP00000398433;ENSP00000399150;ENSP00000402119;ENSP00000405659;ENSP00000407669;ENSP00000407875;ENSP00000409309;ENSP00000412581;ENSP00000471331	2.580186385	0.010686747
B4E009;Q07108	Early activation antigen CD69	CD69	ENSG00000110848	ENSP00000228434;ENSP00000442597	2.757453548	0.007507417
B4E0Y9;Q9P289;Q8NBY1;Q9P289-3;Q9P289-2;C9JDH9	Serine/threonine-protein kinase 26	STK26	ENSG00000115694;ENSG00000134602	ENSP00000325748;ENSP00000384162;ENSP00000384444;ENSP00000385541;ENSP00000385687;ENSP00000395104;ENSP00000399212;ENSP00000401114;ENSP00000403607;ENSP00000403866;ENSP00000404469;ENSP00000404552;ENSP00000404960;ENSP00000406208;ENSP00000412617;ENSP00000414191;ENSP00000417020;ENSP00000444886;ENSP00000446008;ENSP00000346755;ENSP00000377867;ENSP00000377868;ENSP00000418753;ENSP00000419702	8.098101486	5.38E-07
B5MCD7;O43759-2;O43759;A2A283;F8WCE4;O43759-3	Synaptogyrin-1	SYNGR1	ENSG00000100321	ENSP00000216155;ENSP00000318845;ENSP00000332287;ENSP00000370946;ENSP00000385447;ENSP00000412442	1.448469959	0.087977679
B5MCP9;P62081	40S ribosomal protein S7	RPS7	ENSG00000171863	ENSP00000339095;ENSP00000385018;ENSP00000385286;ENSP00000385729	6.321454176	1.16E-05
B7Z2R2;P14927;P14927-2;E5RHG9	Cytochrome b-c1 complex subunit 7	UQCRB	ENSG00000156467	ENSP00000287022;ENSP00000427862;ENSP00000429787;ENSP00000430494;ENSP00000430560;ENSP00000430672	6.017061115	1.99E-05
B7Z9I1;Q5T4U5;P11310;P11310-2	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADM	ENSG00000117054	ENSP00000359871;ENSP00000359878;ENSP00000409612;ENSP00000431372;ENSP00000431953;ENSP00000432522;ENSP00000434092;ENSP00000434284;ENSP00000434823;ENSP00000435584;ENSP00000442324	4.867079615	0.00014973
B7ZKW8;Q6JBY9;Q6JBY9-2	CapZ-interacting protein	RCSD1	ENSG00000198771	ENSP00000355291;ENSP00000356828;ENSP00000439409	1.998825896	0.031645229
C9J3L8;C9J5W0;E9PAL7;C9IZQ1;P43307;P43307-2;C9JY01;C9JBX5	Translocon-associated protein subunit alpha	SSR1	ENSG00000124783	ENSP00000244763;ENSP00000380647;ENSP00000417290;ENSP00000417911;ENSP00000418617;ENSP00000419953;ENSP00000420730	3.580645548	0.001684015
C9J060;C9JIU5;C9JWC5;Q8IYM9-2;Q8IYM9	E3 ubiquitin-protein ligase TRIM22	TRIM22	ENSG00000132274	ENSP00000369299;ENSP00000388994;ENSP00000393250;ENSP00000396849;ENSP00000400417;ENSP00000404204;ENSP00000406412;ENSP00000409991	2.817494616	0.006712206
C9J7B7;C9J0E9;Q15008-3;Q15008-2;Q15008;Q15008-4	26S proteasome non-ATPase regulatory subunit 6	PSMD6	ENSG00000163636	ENSP00000295901;ENSP00000377952;ENSP00000418303;ENSP00000418695;ENSP00000418843;ENSP00000418887;ENSP00000419227	0.162962197	0.788443945
H7C0J9;C9J119;Q6ZWE6-3;Q6ZWE6-2;Q6ZWE6	Pleckstrin homology domain-containing family M member 3	PLEKHM3	ENSG00000178385	ENSP00000395354;ENSP00000400150;ENSP00000417003	0.558522	0.414992033
C9J177;H7C003;Q15435-2;Q15435;B5MBZ8;C9JD73;Q15435-5;Q15435-4;Q15435-3;H7C3Q5;H7C118	Protein phosphatase 1 regulatory subunit 7	PPP1R7	ENSG00000115685	ENSP00000234038;ENSP00000272983;ENSP00000385012;ENSP00000385022;ENSP00000385466;ENSP00000385498;ENSP00000385657;ENSP00000392373;ENSP00000396376;ENSP00000397985;ENSP00000409719;ENSP00000412092;ENSP00000413360	1.112760528	0.158531546
C9J6P4;Q7Z2W4-3;Q7Z2W4-2;Q7Z2W4	Zinc finger CCCH-type antiviral protein 1	ZC3HAV1	ENSG00000105939	ENSP00000242351;ENSP00000418385;ENSP00000419855;ENSP00000420107	0.05010799	0.935734976
C9J7K9;O15162-2;O15162;H7C5I5;C9J9P4;C9J0H3;C9JE06	Phospholipid scramblase 1	PLSCR1	ENSG00000188313	ENSP00000345494;ENSP00000411675;ENSP00000417469;ENSP00000417588;ENSP00000417733;ENSP00000417792;ENSP00000418103;ENSP00000418550;ENSP00000418654;ENSP00000419228;ENSP00000419680;ENSP00000420006;ENSP00000420523	1.943558347	0.035327548
C9J9W2;Q14847;Q14847-2;Q14847-3;F6S2S5;J3KSN1	LIM and SH3 domain protein 1	LASP1	ENSG00000002834	ENSP00000325240;ENSP00000391897;ENSP00000392853;ENSP00000401048;ENSP00000414803;ENSP00000462564;ENSP00000468664	0.459146499	0.486565493
E9PPU6;H7C286;C9JEV6;H7C3G9;Q9UJ70;Q9UJ70-2	N-acetyl-D-glucosamine kinase	NAGK	ENSG00000124357	ENSP00000244204;ENSP00000389087;ENSP00000396070;ENSP00000400941;ENSP00000404531;ENSP00000408550;ENSP00000411846;ENSP00000431204;ENSP00000435207;ENSP00000435437;ENSP00000436326;ENSP00000437192;ENSP00000477639	2.773688556	0.007300828
C9JJT5;C9JU26;G3V325;P56134-4;P56134-3;P56134-2;P56134	ATP synthase subunit f, mitochondrial	ATP5J2-PTCD1	ENSG00000241468;ENSG00000248919	ENSP00000292475;ENSP00000352890;ENSP00000377740;ENSP00000407540;ENSP00000412149;ENSP00000418197;ENSP00000430398;ENSP00000400168;ENSP00000416954	5.738768663	3.23E-05
C9JRZ6;Q9NX63;F8WAR4;F8WD73	MICOS complex subunit MIC19	CHCHD3	ENSG00000106554	ENSP00000262570;ENSP00000389297;ENSP00000403467;ENSP00000410425	4.943549863	0.00012801
C9JVE2;Q96GG9;C9JRU6;C9JRE2;C9J0B2;C9JUW4;C9J8R4;C9JAV2;H7C216;Q6PH85-2;Q6PH85	DCN1-like protein;DCN1-like protein 1	DCUN1D1	ENSG00000150401;ENSG00000043093	ENSP00000330629;ENSP00000364552;ENSP00000403543;ENSP00000414773;ENSP00000417394;ENSP00000417398;ENSP00000417706;ENSP00000418030;ENSP00000292782;ENSP00000417675;ENSP00000418913;ENSP00000418935;ENSP00000419359;ENSP00000419440;ENSP00000420073	1.725619958	0.053022167
C9JW96;P35232;C9JZ20;E7ESE2;E9PCW0;P35232-2;D6RBK0	Prohibitin	PHB	ENSG00000167085	ENSP00000300408;ENSP00000393320;ENSP00000407828;ENSP00000410680;ENSP00000422182;ENSP00000425035;ENSP00000426433;ENSP00000479488;ENSP00000484113	3.630813752	0.001560751
C9JZR2;O60716-24;O60716-23;O60716-21;O60716-19;O60716-22;O60716-20;O60716-16;O60716-18;O60716-15;O60716-17;O60716-13;O60716-11;O60716-14;O60716-12;O60716-10;O60716-8;O60716-9;O60716-7;O60716-5;O60716-3;O60716-6;O60716-4;O60716-2;O60716;O60716-32;O60716-31;O60716-29;O60716-27;O60716-30;O60716-28;O60716-26;O60716-25;H0YC95	Catenin delta-1	CTNND1	ENSG00000198561	ENSP00000351527;ENSP00000354785;ENSP00000354823;ENSP00000354907;ENSP00000381996;ENSP00000382004;ENSP00000403518;ENSP00000409930;ENSP00000413586;ENSP00000431208;ENSP00000431600;ENSP00000432041;ENSP00000432075;ENSP00000432243;ENSP00000432623;ENSP00000433158;ENSP00000433276;ENSP00000433334;ENSP00000434017;ENSP00000434202;ENSP00000434672;ENSP00000434808;ENSP00000434900;ENSP00000434949;ENSP00000435242;ENSP00000435266;ENSP00000435379;ENSP00000435494;ENSP00000435789;ENSP00000436323;ENSP00000436543;ENSP00000436744;ENSP00000437051;ENSP00000437156;ENSP00000437327	2.149898665	0.023703495
D3DSM0;E5RHE6;E5RK54;E5RIG7;E5RK25	Integrin beta	ITGB2	ENSG00000160255	ENSP00000303242;ENSP00000317697;ENSP00000347279;ENSP00000380944;ENSP00000380948;ENSP00000380950;ENSP00000380952;ENSP00000380955;ENSP00000427732;ENSP00000428125;ENSP00000428413;ENSP00000428434;ENSP00000428503;ENSP00000428870;ENSP00000428979;ENSP00000429683;ENSP00000430901;ENSP00000480700	4.798121393	0.000170506
D6R9Z7;P15954	Cytochrome c oxidase subunit 7C, mitochondrial	COX7C	ENSG00000127184	ENSP00000247655;ENSP00000422012;ENSP00000425759	3.310048615	0.002760952
D6RA03;E5RI36;F8W6W8;Q9UQ26-7;Q9UQ26-3;Q9UQ26-1;Q9UQ26-8;Q9UQ26	Regulating synaptic membrane exocytosis protein 2	RIMS2	ENSG00000176406	ENSP00000262231;ENSP00000342051;ENSP00000384892;ENSP00000386228;ENSP00000390665;ENSP00000423559;ENSP00000425205;ENSP00000427018;ENSP00000428478;ENSP00000487079	NaN	NaN
D6RAM3;Q7L591;D6R951;D6R977;D6RC22;Q7L591-3;D6RAV2	Docking protein 3	DOK3	ENSG00000146094	ENSP00000325174;ENSP00000349727;ENSP00000366316;ENSP00000421688;ENSP00000422395;ENSP00000423328;ENSP00000423635;ENSP00000424580;ENSP00000424726;ENSP00000426694	2.580291359	0.010686747
D6RAN4;P32969;H0Y9R4;E7ESE0;H0Y9V9	60S ribosomal protein L9	RPL9	ENSG00000163682;ENSG00000273673;ENSG00000163682	ENSP00000346022;ENSP00000400467;ENSP00000480341;ENSP00000421872;ENSP00000422191;ENSP00000424796;ENSP00000425250	3.07652462	0.00421771
D6RAU2;E9PD14;D6RFZ9;D6RHH4;J3KPE3;P63244;D6RDI0;D6RGK8;D6RHJ5;D6R909;D6RBD0;D6RFX4;H0YAF8;D6R9Z1;D6RAC2;H0Y8W2;D6R9L0;D6REE5	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	GNB2L1	ENSG00000204628	ENSP00000366013;ENSP00000420936;ENSP00000421356;ENSP00000421416;ENSP00000421838;ENSP00000422029;ENSP00000422198;ENSP00000422316;ENSP00000422768;ENSP00000423569;ENSP00000424237;ENSP00000424654;ENSP00000424760;ENSP00000425008;ENSP00000426046;ENSP00000426101;ENSP00000426111;ENSP00000426270;ENSP00000426708;ENSP00000426909;ENSP00000426960;ENSP00000427677;ENSP00000486170	6.144857348	1.63E-05
D6RBX5;Q96PL1	Secretoglobin family 3A member 2	SCGB3A2	ENSG00000164265	ENSP00000296694;ENSP00000423930	3.392171953	0.002381093
D6RCK3;Q9H8S9-2;Q9H8S9;Q7L9L4;Q7L9L4-2	MOB kinase activator 1A;MOB kinase activator 1B	MOB1B	ENSG00000114978;ENSG00000173542	ENSP00000379364;ENSP00000310189;ENSP00000379366;ENSP00000427216	1.180061967	0.140531672
D6RCM8;O95379-3;O95379-2;O95379;O95379-4;E5RIJ3	Tumor necrosis factor alpha-induced protein 8	TNFAIP8	ENSG00000145779	ENSP00000274456;ENSP00000408534;ENSP00000421848;ENSP00000422245;ENSP00000427160;ENSP00000427424;ENSP00000429432	4.76795108	0.000179603
D6RDG7;S4R2X2;D6RFI0;Q9H9B4;D6RAE9	Sideroflexin-1	SFXN1	ENSG00000164466	ENSP00000316905;ENSP00000420961;ENSP00000421467;ENSP00000421982;ENSP00000424270;ENSP00000473710	4.375985887	0.000379291
D6RDX7;Q6PCB8-2;Q6PCB8	Embigin	EMB	ENSG00000170571	ENSP00000302289;ENSP00000425215;ENSP00000426404	1.313778938	0.109959072
